Annotation Symbol,Brain_female,Brain_male,Carcass_female,Carcass_male,Eye_female,Eye_male,MTube_fem,MTube_male,SGland_female,SGland_male
CG32241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG6627,5.7,5.6,4.0,3.8,15.0,18.0,4.8,4.2,3.3,2.8
CG12512,6.0,4.3,19.0,20.0,29.0,22.0,100.0,108.0,32.0,40.0
CG6128,3.0,3.3,8.6,9.2,4.8,4.5,0.5,0.6,2.8,8.8
CG13607,4.8,1.5,140.0,87.0,92.0,36.0,2.0,1.4,4.2,9.8
CG7099,2.0,2.1,1.2,1.0,1.3,1.5,1.2,1.3,1.1,1.4
CG2595,0.3,0.2,0.0,0.6,0.0,0.1,0.0,0.2,0.1,0.1
CG11298,1.0,1.1,0.0,1.1,0.5,0.5,0.0,1.2,0.1,0.4
CG3809,0.0,0.0,0.0,1.9,0.0,0.1,0.1,1.6,0.0,0.4
CG31043,3.2,3.4,4.4,3.0,3.7,4.1,7.4,6.7,1.6,1.9
CG13073,0.4,0.3,0.2,0.1,0.7,0.7,0.0,0.0,0.0,0.0
CG42450,23.0,26.0,0.8,1.1,6.6,7.1,0.2,0.1,0.3,0.7
CG14075,24.0,26.0,0.9,3.2,2.0,1.0,0.0,0.2,0.4,3.9
CG17283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG1475,218.0,178.0,1080.0,591.0,1275.0,620.0,837.0,607.0,666.0,768.0
CG32592,19.0,21.0,0.8,1.1,7.4,11.0,3.0,3.8,0.4,0.8
CG42662,0.6,0.2,6.0,9.5,5.1,10.0,0.5,1.1,0.3,1.6
CG14032,4.1,3.1,21.0,50.0,35.0,30.0,1.2,2.3,3.3,7.4
CG8297,11.0,11.0,11.0,11.0,13.0,15.0,9.3,8.8,8.3,11.0
CG34378,31.0,34.0,1.1,1.5,5.1,8.1,0.6,0.5,0.6,1.2
CG3540,0.1,0.1,0.0,0.3,0.0,0.1,0.3,1.6,0.0,0.0
CG18455,2.4,2.8,0.0,0.3,7.0,8.4,0.0,0.2,0.0,0.1
CG8234,1.3,1.6,1.8,2.1,1.7,1.7,0.6,0.8,0.4,0.6
CG33198,11.0,10.0,8.3,11.0,13.0,13.0,10.0,14.0,9.9,13.0
CG14376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG17800,8.5,9.8,1.2,1.3,3.7,5.2,1.7,2.0,0.4,0.6
CG31832,2.8,2.9,21.0,51.0,0.5,0.7,0.1,0.3,0.3,1.4
CG42762,0.8,0.9,0.9,0.7,0.7,0.8,0.7,0.9,1.2,0.9
CG16964,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.2,0.0,0.3
CG3054,6.0,6.3,5.6,5.1,6.9,8.6,8.9,9.0,7.2,7.3
CG11604,1.9,1.7,6.5,2.0,3.0,1.5,3.1,1.8,5.3,2.3
CG9283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG42382,5.1,4.3,2.9,2.9,4.8,4.4,2.2,1.9,2.9,3.8
CG6363,5.1,5.5,7.2,6.3,7.5,6.9,5.2,4.5,5.9,6.1
CG10702,12.0,10.0,1.7,1.5,6.4,7.9,0.6,0.4,1.6,1.0
CG9295,0.0,0.0,0.1,0.4,0.4,3.0,0.0,0.0,0.0,0.1
CG4719,6.9,7.6,3.0,3.0,7.3,9.7,3.5,3.3,4.7,5.9
CG10588,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.1
CG15078,14.0,16.0,3.9,5.4,6.2,8.0,0.8,0.7,6.0,7.2
CG42230,1.3,0.7,6.2,6.4,3.9,4.6,1.5,1.7,13.0,24.0
CG5626,1.5,1.5,0.9,0.7,0.7,0.7,0.5,0.6,1.6,0.8
CG10624,10.0,11.0,8.2,8.3,11.0,13.0,3.6,3.4,15.0,24.0
CG6803,18.0,44.0,2871.0,4373.0,84.0,69.0,14.0,13.0,205.0,902.0
CG14899,11.0,11.0,20.0,22.0,16.0,18.0,13.0,14.0,28.0,31.0
CG12299,7.6,8.2,1.5,0.9,4.3,4.8,1.4,0.9,2.4,0.8
CG31076,0.0,0.0,0.5,0.6,2.5,3.6,44.0,46.0,0.9,2.6
CG43351,17.0,7.8,360.0,530.0,337.0,224.0,11.0,13.0,20.0,62.0
CG8646,0.6,0.9,0.8,2.8,2.6,3.6,1.5,1.4,0.4,1.1
CG12586,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
CG3956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG2116,5.8,4.8,7.0,5.6,7.0,5.9,8.2,7.7,6.9,7.7
CG11051,497.0,115.0,9592.0,8083.0,8069.0,3622.0,175.0,87.0,325.0,716.0
CG2206,23.0,23.0,23.0,27.0,31.0,33.0,40.0,35.0,15.0,18.0
CG1115,13.0,12.0,14.0,15.0,16.0,16.0,16.0,12.0,10.0,16.0
CG4739,0.0,0.0,0.9,0.8,0.3,0.3,7.8,6.6,0.4,0.6
CG14208,0.1,0.1,0.2,0.4,0.2,0.1,0.7,0.5,0.0,0.0
CG6050,18.0,20.0,43.0,41.0,25.0,22.0,35.0,30.0,21.0,30.0
CG32165,0.4,0.4,0.5,1.3,0.5,0.4,0.4,1.3,1.0,0.9
CG6933,0.0,0.0,0.1,0.0,0.0,0.0,1.9,0.4,0.0,0.0
CG42569,2.5,2.8,3.5,2.3,2.0,2.1,2.0,2.2,4.3,2.5
CG4938,8.1,8.0,6.2,6.1,6.4,6.3,6.4,7.5,3.8,4.5
CG17387,0.1,0.1,0.0,0.6,0.0,0.0,0.1,0.4,0.0,0.2
CG4952,7.5,8.4,0.3,0.4,2.6,3.6,0.5,0.5,0.1,0.1
CG14692,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.1
CG13084,0.1,0.0,4.9,0.1,0.2,0.1,3.9,0.0,8.9,0.0
CG43065,1.7,1.7,9.1,15.0,3.9,5.1,45.0,41.0,21.0,22.0
CG12759,4.9,5.1,7.0,5.2,6.3,5.4,5.7,4.6,5.5,6.1
CG6170,27.0,23.0,44.0,40.0,50.0,39.0,271.0,221.0,6.6,12.0
CG7893,8.2,8.2,4.9,4.1,7.7,10.0,4.4,3.8,6.6,6.8
CG33127,1.2,1.3,5.1,4.7,0.7,0.8,2.2,5.6,0.9,3.8
CG3874,7.0,5.9,16.0,12.0,13.0,9.8,98.0,80.0,14.0,27.0
CG11396,10.0,11.0,5.9,5.8,9.2,10.0,9.7,8.5,10.0,10.0
CG6015,9.3,9.8,7.4,6.3,8.7,9.0,7.4,7.2,7.2,7.8
CG15550,0.7,0.2,0.7,0.7,1.4,1.0,0.0,0.2,1.4,1.8
CG14006,1.4,2.0,0.4,1.0,0.4,0.4,0.4,0.7,0.5,0.6
CG6907,3.8,3.6,10.0,8.2,6.4,5.4,9.2,8.5,11.0,11.0
CG33141,7.8,8.8,0.8,0.7,1.7,1.8,0.0,0.0,0.3,0.8
CG4495,19.0,20.0,13.0,14.0,14.0,15.0,15.0,15.0,12.0,15.0
CG12307,0.0,0.0,0.0,3.6,0.0,0.1,0.0,2.2,0.0,0.6
CG9628,11.0,7.6,87.0,123.0,92.0,97.0,3.7,2.5,129.0,265.0
CG9649,6.9,7.5,45.0,48.0,48.0,33.0,0.6,0.6,1.7,4.8
CG32319,0.1,0.0,0.0,0.6,0.1,0.1,0.0,0.4,0.0,0.2
CG7518,8.1,8.6,4.2,3.5,5.7,5.7,4.5,4.5,4.1,4.9
CG34384,25.0,26.0,0.5,0.7,5.9,8.8,0.0,0.0,0.1,0.4
CG5968,0.3,0.3,0.0,4.2,0.2,0.5,0.1,3.8,0.0,1.0
CG9880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
CG9431,13.0,14.0,0.4,0.5,13.0,22.0,0.0,0.0,0.1,0.2
CG3100,0.9,0.9,0.3,0.2,4.1,4.4,0.0,0.0,0.0,0.1
CG8138,0.0,0.0,0.0,1.4,0.0,0.1,0.0,0.9,0.0,0.4
CG14866,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CG13014,2.5,2.9,6.7,6.2,6.8,6.0,5.3,7.0,6.5,7.8
CG7177,9.9,11.0,8.0,8.4,7.5,9.6,11.0,12.0,7.7,10.0
CG8916,8.3,7.8,0.0,0.0,3.2,4.4,0.0,0.0,0.0,0.0
CG33667,0.3,0.1,0.0,1.2,0.0,0.0,0.0,0.8,0.0,0.4
CG42841,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.5,0.0,0.3
CG18090,188.0,158.0,0.6,0.8,49.0,89.0,0.4,0.2,2.5,1.8
CG8098,26.0,24.0,19.0,20.0,29.0,33.0,261.0,215.0,28.0,18.0
CG32513,20.0,21.0,5.4,6.5,13.0,18.0,21.0,23.0,3.8,4.7
CG6099,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
CG1666,20.0,19.0,33.0,26.0,43.0,36.0,32.0,26.0,25.0,33.0
CG14104,5.7,5.2,7.3,8.4,6.5,5.2,8.8,8.2,4.9,7.4
CG5237,25.0,28.0,0.8,1.3,4.9,5.6,0.1,0.1,0.3,1.0
CG32679,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
CG14007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG18180,1.9,3.6,276.0,267.0,30.0,3.4,1.3,34.0,21.0,295.0
CG7770,21.0,19.0,17.0,18.0,29.0,27.0,24.0,20.0,20.0,19.0
CG9108,17.0,20.0,0.5,0.8,2.0,2.9,0.1,0.0,0.2,1.4
CG12120,1.3,0.6,4.1,21.0,398.0,459.0,81.0,85.0,2.4,5.8
CG3324,0.8,0.6,1.1,1.0,4.4,4.8,48.0,46.0,0.1,0.5
CG32783,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0
CG7955,10.0,11.0,15.0,13.0,14.0,14.0,21.0,19.0,12.0,16.0
CG6834,6.7,6.3,18.0,18.0,18.0,16.0,18.0,21.0,0.8,3.0
CG15735,20.0,19.0,18.0,16.0,24.0,22.0,19.0,16.0,21.0,20.0
CG43691,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
CG7164,0.0,0.0,0.0,1.9,0.0,0.0,4.0,2.8,0.0,0.5
CG16991,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.1
CG7234,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
CG7182,4.0,3.8,12.0,6.4,9.0,6.2,9.9,6.9,12.0,7.3
CG14238,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG15876,0.0,0.0,0.1,0.6,0.4,1.2,0.0,0.6,0.1,0.3
CG4584,4.1,4.2,13.0,2.8,3.9,2.6,5.8,3.0,20.0,2.8
CG6928,4.6,4.4,4.7,2.9,5.4,4.6,1.4,1.3,8.8,12.0
CG43138,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.7,0.0,0.3
CG8326,2.3,2.4,3.5,2.1,2.6,2.3,3.5,2.3,3.1,2.6
CG14048,13.0,15.0,11.0,14.0,11.0,14.0,12.0,11.0,7.6,9.4
CG10858,0.7,0.9,0.1,0.3,0.5,1.0,0.9,0.8,0.8,0.6
CG14894,9.2,9.0,11.0,12.0,10.0,9.0,11.0,9.6,8.4,8.0
CG9754,2.7,3.3,2.4,2.5,2.3,2.8,1.9,2.6,4.3,4.1
CG13871,0.0,0.0,0.0,0.4,0.0,0.0,1.3,2.4,0.0,0.1
CG9492,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0
CG34167,2.0,2.5,0.0,1.6,0.2,0.1,0.0,1.3,0.1,0.4
CG8975,0.7,1.0,16.0,3.8,3.7,3.2,12.0,12.0,41.0,11.0
CG32758,25.0,26.0,10.0,9.3,26.0,30.0,7.6,7.8,9.6,9.3
CG45084,0.2,0.1,3.1,0.1,0.3,0.0,1.1,0.1,19.0,0.7
CG9314,0.3,0.3,0.8,5.0,0.7,1.0,0.6,3.0,0.4,1.8
CG13189,3.0,2.5,10.0,9.3,4.9,4.3,94.0,103.0,7.3,10.0
CG17461,18.0,21.0,1.1,1.4,8.4,15.0,2.0,2.6,0.9,1.2
CG7148,9.2,9.6,10.0,13.0,6.8,7.4,8.2,7.6,7.5,13.0
CG13360,7.0,1.8,54.0,60.0,29.0,10.0,0.8,1.5,2.5,15.0
CG9707,1.1,1.1,10.0,14.0,9.8,10.0,33.0,50.0,4.0,4.0
CG7791,8.1,8.4,10.0,11.0,7.8,7.6,4.2,4.0,5.7,8.5
CG3876,8.1,7.6,3.0,3.4,7.0,8.3,4.3,3.4,5.5,5.3
CG16886,0.1,0.0,0.2,0.1,1.9,2.4,0.0,0.0,0.1,0.1
CG43129,1.5,1.7,1.7,2.0,0.6,0.8,0.4,0.3,0.4,1.0
CG14821,8.9,10.0,0.4,0.4,2.4,3.0,0.1,0.0,0.2,0.3
CG8222,3.3,2.6,10.0,10.0,14.0,14.0,27.0,26.0,37.0,56.0
CG7602,6.4,6.7,3.9,3.3,4.8,4.8,4.0,3.4,4.5,3.5
CG31048,8.4,9.4,4.3,3.9,5.0,6.8,2.5,2.4,4.7,6.9
CG10414,2.0,2.2,2.3,1.5,2.0,1.9,1.1,1.1,1.5,1.1
CG3565,0.1,0.1,0.0,2.2,0.0,0.0,0.0,1.4,0.1,0.5
CG2097,3.5,3.8,4.5,3.8,3.5,3.7,3.3,3.8,5.8,5.7
CG16952,19.0,20.0,5.6,5.0,11.0,13.0,4.4,4.1,8.9,8.3
CG13716,0.4,0.6,0.0,0.2,0.1,0.5,3.4,3.4,1.3,2.0
CG11722,11.0,11.0,11.0,13.0,10.0,9.8,8.8,8.9,5.9,9.0
CG34301,0.4,0.2,0.6,1.9,1.2,1.7,36.0,16.0,1.3,3.5
CG44006,0.7,0.9,3.1,5.6,2.2,3.4,0.4,0.4,1.4,1.3
CG11153,22.0,22.0,25.0,19.0,15.0,10.0,1.8,1.3,1.4,3.6
CG3758,0.1,0.1,0.2,0.3,0.3,0.6,2.9,2.5,0.1,0.1
CG32434,12.0,13.0,8.9,9.3,13.0,17.0,33.0,24.0,17.0,22.0
CG9204,12.0,12.0,16.0,12.0,15.0,13.0,20.0,20.0,22.0,28.0
CG1925,1.2,1.6,1.5,1.2,1.0,1.5,1.2,1.3,1.8,1.8
CG33836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG6054,5.2,5.1,5.9,5.4,8.5,8.8,6.4,5.7,8.0,9.0
CG3034,14.0,13.0,8.5,7.5,13.0,13.0,11.0,11.0,11.0,8.1
CG7727,70.0,76.0,2.2,3.4,31.0,42.0,0.2,0.2,0.6,1.5
CG17404,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
CG6292,4.1,4.4,4.0,3.7,4.2,4.8,5.5,5.5,4.8,5.3
CG18787,0.9,0.8,1.5,1.5,1.0,1.0,1.5,1.3,1.5,1.5
CG6225,0.8,0.6,6.9,7.3,14.0,15.0,4.4,3.1,12.0,16.0
CG12189,2.4,2.6,2.2,2.1,2.2,2.3,1.5,1.9,3.1,2.8
CG30376,0.0,0.1,0.0,7.2,0.0,0.1,0.1,4.7,0.0,1.2
CG10090,0.0,0.0,0.0,1.1,0.0,0.1,0.3,1.2,0.0,0.1
CG1030,1.0,1.2,0.4,0.6,0.1,0.1,0.0,0.0,0.6,1.0
CG7488,6.2,5.8,11.0,11.0,8.2,7.8,7.5,7.0,5.8,7.3
CG1403,9.3,9.2,8.7,6.8,8.6,9.6,18.0,15.0,16.0,14.0
CG18659,9.7,9.7,7.9,7.9,7.7,7.8,9.8,9.2,8.6,12.0
CG11416,1.5,1.6,2.7,1.9,1.6,1.4,2.7,2.5,3.2,2.0
CG9781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG6052,1.3,1.5,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0
CG32817,2.4,2.4,0.8,1.6,2.4,3.1,0.2,0.9,0.5,1.1
CG9236,0.2,0.4,0.1,0.2,0.4,0.9,0.0,0.0,0.1,0.0
CG4871,9.3,7.7,0.2,0.2,1.6,1.4,0.0,0.0,0.0,0.1
CG2975,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.7,0.7
CG3847,6.6,7.3,8.1,6.9,6.6,6.4,9.4,6.8,9.0,8.4
CG18273,2.8,3.6,6.8,2.7,4.3,3.8,5.3,4.6,7.8,6.1
CG17110,0.7,1.0,0.5,0.7,0.4,0.5,93.0,91.0,0.0,0.2
CG6070,2.6,2.7,2.1,1.2,10.0,12.0,0.3,0.6,2.3,1.2
CG31081,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
CG3363,5.1,6.0,2.5,1.9,2.9,3.7,2.1,2.1,3.2,2.8
CG43726,0.4,0.5,1.2,0.2,1.1,2.1,0.3,0.3,1.2,0.3
CG17320,9.1,8.6,33.0,44.0,26.0,28.0,27.0,35.0,13.0,22.0
CG9805,20.0,20.0,44.0,28.0,39.0,33.0,37.0,32.0,46.0,46.0
CG2046,7.3,7.5,45.0,56.0,10.0,10.0,14.0,14.0,11.0,11.0
CG10710,0.2,0.2,0.3,0.3,0.1,0.0,0.1,0.1,0.0,0.1
CG6249,5.3,5.1,7.4,3.5,4.4,2.3,4.3,2.9,5.0,3.0
CG3995,5.7,6.0,4.0,3.6,4.2,3.7,2.6,2.5,3.8,3.1
CG6392,0.1,0.1,1.0,0.4,0.1,0.0,0.3,0.3,3.0,0.3
CG4394,0.1,0.0,1.1,0.9,0.2,0.2,25.0,21.0,0.4,1.0
CG30148,0.7,0.1,14.0,6.0,14.0,4.4,0.1,0.4,1.1,1.9
CG32170,0.1,0.1,2.5,2.4,0.8,0.8,0.4,0.2,0.7,1.4
CG18335,0.4,0.5,0.2,2.5,0.2,0.4,0.2,2.2,0.2,0.9
CG12770,15.0,14.0,23.0,24.0,33.0,32.0,26.0,26.0,16.0,27.0
CG17906,0.4,0.5,0.3,0.2,0.2,0.2,0.1,0.3,0.3,0.3
CG34266,1.3,2.0,0.0,0.0,0.1,0.5,0.1,0.8,0.4,1.0
CG32829,0.3,0.3,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.0
CG15930,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0
CG2930,1.3,1.3,8.5,9.8,2.9,4.6,153.0,103.0,2.4,5.3
CG7823,105.0,104.0,39.0,41.0,219.0,268.0,70.0,73.0,122.0,129.0
CG7593,2.0,1.9,3.0,2.5,4.2,3.9,2.6,2.6,4.6,2.8
CG5154,1.6,0.6,43.0,43.0,39.0,28.0,1.3,1.1,1.3,4.2
CG6061,5.1,5.1,3.6,2.4,3.4,3.4,2.5,2.5,6.1,5.1
CG1803,58.0,22.0,128.0,178.0,124.0,95.0,56.0,92.0,69.0,140.0
CG8384,15.0,16.0,10.0,7.9,9.4,10.0,13.0,13.0,11.0,11.0
CG33898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG4025,9.2,9.9,15.0,13.0,18.0,20.0,21.0,16.0,7.9,11.0
CG13340,0.1,0.2,0.0,19.0,0.0,0.8,0.3,14.0,0.1,5.1
CG14468,0.0,0.0,0.0,1.0,0.2,0.1,0.0,0.7,0.0,0.1
CG31774,7.2,8.2,0.2,0.2,2.0,2.8,0.0,0.0,0.1,0.1
CG34387,26.0,37.0,1.4,2.5,18.0,33.0,0.1,0.1,0.6,2.0
CG7351,4.3,3.9,5.0,4.4,5.3,5.7,3.3,3.9,5.9,5.9
CG5288,9.2,7.9,143.0,191.0,67.0,69.0,149.0,245.0,32.0,51.0
CG34058,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.1,0.0
CG9648,13.0,13.0,14.0,14.0,12.0,11.0,14.0,11.0,15.0,18.0
CG11471,11.0,11.0,31.0,18.0,25.0,22.0,31.0,23.0,37.0,30.0
CG10309,1.7,2.0,1.2,0.6,1.0,0.9,1.4,0.8,1.7,1.2
CG2863,3.8,3.6,7.9,3.7,5.4,4.0,6.3,4.4,5.9,6.4
CG6768,0.6,0.7,2.1,1.2,1.0,0.9,0.7,0.5,2.2,0.6
CG3285,0.0,0.0,2.7,3.0,0.0,0.0,334.0,404.0,0.0,1.0
CG34012,0.0,0.1,0.0,1.0,0.0,0.0,0.4,1.0,0.0,0.2
CG10993,0.6,0.8,0.1,0.4,0.3,0.5,0.2,0.1,0.0,0.0
CG31152,0.9,0.9,2.5,1.8,2.2,2.2,1.1,0.7,3.7,3.1
CG18444,2.4,6.9,609.0,440.0,40.0,12.0,13.0,120.0,157.0,472.0
CG3653,11.0,11.0,1.0,1.1,4.3,6.2,0.2,0.2,0.5,0.8
CG15797,6.6,6.1,4.1,3.0,8.9,10.0,6.2,4.6,5.4,4.7
CG6329,176.0,203.0,8.5,15.0,72.0,111.0,0.2,0.2,2.0,3.9
CG1275,65.0,68.0,26.0,34.0,23.0,23.0,93.0,80.0,24.0,37.0
CG9990,1.6,1.0,23.0,35.0,57.0,70.0,3.9,1.8,7.7,9.9
CG2948,5.5,5.8,4.5,5.5,4.7,5.0,4.9,4.6,4.8,7.5
CG8544,15.0,14.0,7.5,6.9,8.4,11.0,10.0,8.4,15.0,14.0
CG44385,1.1,0.9,0.4,0.6,0.5,0.6,0.5,0.5,0.7,1.0
CG30189,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
CG9503,0.3,0.3,0.3,0.1,0.2,0.2,0.3,0.2,0.5,0.2
CG6717,0.0,0.1,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.2
CG1244,15.0,16.0,8.7,6.8,9.2,11.0,9.0,9.1,12.0,11.0
CG12182,3.5,4.0,1.6,1.7,2.0,1.8,0.8,1.4,1.2,1.3
CG2043,0.1,0.1,0.6,0.2,0.2,0.3,0.2,0.2,0.0,0.0
CG5886,3.6,3.8,2.7,2.9,2.3,2.4,1.5,2.2,4.9,3.2
CG10704,0.0,0.0,0.4,0.6,2.9,3.0,0.0,0.0,7.7,16.0
CG34148,14.0,15.0,9.0,13.0,12.0,9.6,8.9,13.0,5.2,7.6
CG17662,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0
CG9380,1.2,1.4,3.9,4.6,0.4,0.4,130.0,122.0,1.0,2.9
CG3962,4.7,5.3,6.4,11.0,5.2,6.7,10.0,11.0,3.1,3.8
CG15609,15.0,16.0,26.0,28.0,13.0,18.0,13.0,12.0,10.0,16.0
CG13297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG13580,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.2
CG14027,1.9,1.6,95.0,58.0,91.0,36.0,2.6,1.7,2.1,4.7
CG33473,3.3,3.6,2.4,2.3,2.1,2.3,1.2,1.6,2.9,5.1
CG14286,1.7,1.8,4.1,1.8,4.0,2.3,2.8,2.5,4.8,2.3
CG4186,9.0,7.4,7.6,10.0,4.5,4.2,7.4,7.1,6.3,6.8
CG33703,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
CG17436,55.0,56.0,25.0,29.0,27.0,31.0,32.0,31.0,33.0,30.0
CG43770,55.0,39.0,26.0,15.0,51.0,53.0,35.0,15.0,42.0,19.0
CG31294,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.9,0.0,0.3
CG5146,2.3,2.3,1.2,1.2,1.4,1.4,1.6,1.8,1.5,1.6
CG5935,24.0,24.0,19.0,15.0,14.0,15.0,18.0,18.0,19.0,17.0
CG44439,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
CG4063,10.0,11.0,7.7,5.6,8.3,8.8,11.0,9.6,10.0,8.4
CG18011,2.6,2.5,1.6,1.2,2.0,2.6,1.8,2.0,2.0,2.3
CG13349,11.0,11.0,37.0,37.0,26.0,26.0,32.0,32.0,22.0,24.0
CG5738,20.0,20.0,26.0,23.0,16.0,18.0,18.0,17.0,14.0,11.0
CG14135,7.0,6.9,5.4,7.2,7.5,7.4,8.7,7.1,6.3,9.3
CG42562,3.1,3.4,2.4,7.2,1.9,1.5,1.1,0.9,1.2,1.7
CG43139,0.2,0.0,0.8,1.2,0.1,0.2,0.2,0.0,86.0,42.0
CG2137,0.4,0.5,1.0,1.4,0.6,0.6,1.3,1.7,0.6,0.8
CG9614,0.6,0.6,1.1,0.4,1.0,1.1,1.3,1.2,0.8,0.4
CG18030,0.1,0.2,9.2,19.0,0.5,0.3,0.1,4.3,1.1,0.6
CG6726,1.9,2.0,16.0,17.0,4.0,4.0,2112.0,1767.0,5.1,9.6
CG17471,131.0,137.0,41.0,54.0,74.0,88.0,56.0,59.0,40.0,42.0
CG2955,0.0,0.1,0.0,5.2,0.0,0.1,0.1,4.3,0.0,1.1
CG43172,0.8,1.2,0.0,3.1,0.4,0.6,0.1,3.2,0.1,1.4
CG30047,0.0,0.0,0.1,0.5,0.0,0.0,2.8,1.7,0.0,0.0
CG44007,26.0,28.0,2.7,2.7,12.0,18.0,0.8,0.9,0.8,1.9
CG4128,10.0,12.0,0.2,0.3,1.2,1.6,0.0,0.0,0.1,0.2
CG15438,11.0,12.0,8.0,5.8,12.0,12.0,7.5,5.5,24.0,16.0
CG9868,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.9,0.0,0.4
CG8560,0.1,0.2,0.6,5.6,0.1,0.3,0.3,2.4,0.5,1.0
CG5937,7.9,7.8,0.4,0.4,2.6,3.6,0.0,0.1,0.1,0.3
CG2099,154.0,132.0,604.0,293.0,672.0,342.0,573.0,396.0,380.0,427.0
CG8206,12.0,11.0,81.0,80.0,32.0,27.0,156.0,128.0,13.0,31.0
CG7092,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.1,0.1
CG8815,25.0,26.0,17.0,13.0,19.0,20.0,17.0,17.0,22.0,23.0
CG1983,10.0,10.0,10.0,9.9,11.0,10.0,18.0,20.0,7.0,12.0
CG6666,70.0,73.0,345.0,515.0,146.0,144.0,221.0,190.0,91.0,235.0
CG43690,40.0,39.0,62.0,91.0,92.0,109.0,174.0,199.0,33.0,45.0
CG15106,11.0,12.0,9.0,18.0,17.0,19.0,38.0,35.0,2.6,4.0
CG10825,2.3,2.6,1.5,1.4,1.5,1.4,1.5,1.1,2.2,1.4
CG13344,14.0,15.0,3.5,2.8,3.9,4.4,2.4,1.9,4.4,3.2
CG2056,0.2,0.3,2.4,4.0,9.4,6.8,0.1,0.1,0.5,1.6
CG10335,6.2,6.0,26.0,36.0,6.9,6.6,6.8,7.1,6.9,8.6
CG11353,0.2,0.1,0.5,0.3,0.1,0.1,0.2,0.0,0.9,0.4
CG15024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG43210,0.4,0.0,0.0,0.3,0.6,0.3,0.2,0.1,0.2,0.3
CG11231,1.9,1.9,0.9,0.9,0.8,1.2,0.1,0.0,0.2,0.2
CG11207,0.2,0.4,2.5,0.6,0.4,0.5,0.5,0.3,6.1,0.6
CG10501,0.3,0.4,0.7,0.2,0.5,0.4,1.3,0.4,5.4,0.6
CG15130,0.2,0.4,0.3,0.2,0.1,0.3,1.0,0.6,0.3,0.2
CG14752,0.0,0.1,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.0
CG6385,0.3,0.2,3.0,6.2,4.6,7.0,0.7,0.7,0.2,2.2
CG33286,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.2
