Annotation Symbol,Brain_female,Brain_male,Carcass_female,Carcass_male,Eye_female,Eye_male,MTube_fem,MTube_male,SGland_female,SGland_male
CG2071,0.0,0.0,0.4,0.7,0.0,0.0,0.5,0.6,0.2,0.0
CG42815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
CG12490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG5028,44.0,51.0,187.0,258.0,76.0,87.0,67.0,61.0,51.0,120.0
CG9914,0.8,1.0,24.0,65.0,12.0,27.0,364.0,455.0,2.8,21.0
CG7105,32.0,28.0,11.0,14.0,1.7,1.6,0.0,0.1,2.2,3.4
CG13170,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
CG6222,8.1,7.7,6.5,5.0,6.7,6.5,8.3,6.9,7.7,9.6
CG14812,18.0,15.0,21.0,22.0,24.0,22.0,39.0,50.0,13.0,18.0
CG9444,0.1,0.0,0.7,0.3,11.0,11.0,33.0,29.0,0.5,0.4
CG5199,3.3,3.3,4.0,2.6,4.0,4.5,3.0,3.4,6.4,3.9
CG5768,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
CG1407,12.0,13.0,9.3,9.4,12.0,13.0,9.3,9.4,6.4,5.8
CG17374,0.4,0.6,418.0,368.0,1.5,2.1,1.8,3.5,7.0,7.7
CG4560,15.0,15.0,8.8,11.0,9.8,11.0,15.0,14.0,13.0,13.0
CG5441,0.1,0.1,1.6,1.5,4.0,6.0,0.1,0.0,0.3,0.6
CG11425,4.8,4.7,3.5,1.8,17.0,3.7,0.6,0.3,0.6,0.4
CG10034,1.1,1.1,3.6,0.1,4.1,3.2,0.2,0.0,1.3,0.1
CG33849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG17386,0.4,0.4,1.3,0.8,21.0,13.0,0.0,0.0,0.2,0.6
CG13984,0.8,0.8,0.0,1.1,0.2,0.3,0.0,0.2,0.0,0.2
CG3770,0.6,0.7,2.2,0.9,0.8,0.8,1.5,1.2,3.5,3.1
CG7358,8.4,9.3,4.7,3.6,8.1,8.2,5.2,4.6,7.7,8.5
CG32700,21.0,23.0,0.6,0.8,3.3,4.0,0.6,0.6,0.4,0.4
CG9304,6.4,7.1,9.9,9.0,10.0,9.9,17.0,18.0,7.0,7.2
CG6845,0.5,0.7,1.4,2.1,0.8,1.5,2.9,4.6,2.0,3.0
CG11570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
CG11807,12.0,12.0,9.3,10.0,11.0,13.0,11.0,11.0,11.0,11.0
CG9467,31.0,33.0,9.1,9.0,14.0,16.0,13.0,12.0,34.0,34.0
CG34178,1.9,3.1,0.2,4.8,1.4,2.8,0.0,3.4,0.0,1.8
CG40446,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
CG34421,7.9,7.6,6.8,6.2,6.8,6.8,9.0,9.7,8.7,11.0
CG11049,2.2,2.4,1.1,1.3,19.0,30.0,0.0,0.0,0.1,0.4
CG7600,7.8,8.6,6.9,6.1,13.0,14.0,25.0,24.0,22.0,29.0
CG12099,14.0,15.0,25.0,30.0,23.0,31.0,40.0,44.0,26.0,41.0
CG5526,0.1,0.1,0.2,0.4,0.1,0.1,0.0,0.4,0.2,0.1
CG10302,12.0,14.0,18.0,11.0,11.0,9.1,20.0,14.0,13.0,11.0
CG9985,2.1,1.9,7.5,6.9,5.5,6.3,20.0,19.0,9.3,12.0
CG5002,0.3,0.2,5.0,7.0,2.8,3.7,208.0,191.0,26.0,54.0
CG31025,0.0,0.0,0.0,4.3,0.0,0.2,0.1,3.4,0.0,1.2
CG2004,5.1,5.5,24.0,26.0,20.0,22.0,9.0,16.0,40.0,40.0
CG43277,0.1,0.0,0.1,2.4,0.0,0.0,0.0,1.7,0.2,0.7
CG3753,1.1,1.2,2.1,2.0,1.9,2.1,2.5,2.8,3.0,1.6
CG4293,3.5,5.1,5.7,4.1,7.2,7.2,5.0,4.0,14.0,11.0
CG3213,0.2,0.2,0.1,5.5,0.0,0.3,0.3,4.5,0.0,1.8
CG9656,1.3,1.4,0.5,0.5,1.6,2.6,0.0,0.0,0.1,0.1
CG9053,7.1,6.9,8.6,6.1,5.7,7.2,15.0,10.0,10.0,7.1
CG8435,3.2,3.5,3.6,3.4,4.1,3.9,5.2,6.2,3.6,3.9
CG4778,0.0,0.0,3.1,3.2,1.5,3.3,0.0,0.0,0.1,0.5
CG2934,75.0,72.0,51.0,48.0,80.0,97.0,251.0,245.0,180.0,316.0
CG16708,13.0,14.0,18.0,20.0,23.0,28.0,10.0,9.3,21.0,29.0
CG8483,0.1,0.1,1.1,1.0,0.3,0.7,0.1,0.1,7.3,17.0
CG18064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG30281,0.8,0.6,4.6,6.4,1.0,1.7,0.8,1.1,0.9,1.4
CG9426,16.0,16.0,6.2,6.3,9.6,11.0,7.4,6.8,12.0,15.0
CG33718,20.0,20.0,16.0,20.0,20.0,23.0,44.0,41.0,33.0,36.0
CG31547,4.8,4.7,2.8,2.7,4.4,4.5,3.1,2.2,32.0,56.0
CG6782,23.0,22.0,100.0,108.0,72.0,53.0,41.0,44.0,39.0,84.0
CG30359,22.0,23.0,66.0,81.0,40.0,38.0,2.3,1.7,10.0,14.0
CG34424,1.4,0.6,29.0,29.0,26.0,16.0,6.1,7.7,3.8,8.8
CG3849,5.4,6.1,6.6,6.7,22.0,32.0,20.0,18.0,4.9,5.0
CG10944,274.0,255.0,842.0,438.0,975.0,516.0,717.0,516.0,615.0,756.0
CG7480,0.3,0.2,0.1,0.1,0.3,0.3,0.1,0.2,0.2,0.1
CG13794,1.6,1.0,39.0,45.0,24.0,25.0,0.5,0.7,4.0,11.0
CG8781,11.0,11.0,19.0,20.0,13.0,14.0,17.0,14.0,12.0,15.0
CG18347,18.0,19.0,7.9,7.5,9.6,13.0,2.9,2.3,13.0,13.0
CG18190,0.2,0.4,5.2,0.6,0.3,0.1,1.2,0.6,14.0,0.6
CG15148,0.5,0.5,0.2,0.2,0.5,0.7,0.2,0.2,0.2,0.3
CG31174,1.0,1.0,0.7,3.1,1.0,0.6,0.8,2.1,3.1,4.5
CG43778,22.0,27.0,0.9,1.6,7.2,15.0,0.0,0.1,0.2,0.5
CG18628,1.1,2.0,91.0,104.0,0.3,5.3,10.0,364.0,0.5,7.9
CG14016,0.2,0.3,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.1
CG31041,0.0,0.0,0.6,0.4,0.2,0.2,0.1,0.3,0.0,0.1
CG1965,15.0,17.0,5.6,4.5,5.9,7.8,5.6,5.8,6.3,7.2
CG42682,0.0,0.0,0.0,1.4,0.0,0.0,0.5,0.0,0.0,0.3
CG3883,4.9,5.0,2.5,2.2,4.0,4.0,2.2,2.6,3.0,3.3
CG42741,0.6,0.7,0.8,1.1,0.4,0.4,0.0,0.0,0.1,0.3
CG16996,0.0,0.1,3.6,7.1,0.3,0.1,59.0,70.0,0.8,10.0
CG9369,0.1,0.1,0.3,0.4,0.1,0.2,0.0,0.0,0.8,0.9
CG12698,0.1,0.3,0.0,0.9,0.1,0.2,0.1,0.5,0.0,0.3
CG15883,13.0,5.7,45.0,39.0,80.0,56.0,3.8,1.6,2.1,5.6
CG9568,1.2,0.3,7.6,12.0,0.0,0.0,96.0,154.0,0.3,1.4
CG7630,239.0,266.0,966.0,1385.0,444.0,390.0,930.0,734.0,318.0,688.0
CG1938,17.0,18.0,22.0,19.0,18.0,19.0,36.0,31.0,30.0,31.0
CG3421,21.0,22.0,3.1,2.9,5.9,7.4,1.4,1.2,2.7,2.2
CG6893,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.4,0.0,0.1
CG17240,0.0,0.0,12.0,0.0,0.0,0.2,1.0,0.0,0.0,0.2
CG1912,48.0,54.0,3.1,4.0,19.0,24.0,0.1,0.2,0.6,1.5
CG6450,9.5,10.0,12.0,8.4,15.0,17.0,14.0,14.0,56.0,43.0
CG7277,8.4,9.1,20.0,26.0,18.0,18.0,17.0,15.0,12.0,20.0
CG13887,20.0,19.0,59.0,72.0,36.0,36.0,41.0,36.0,55.0,61.0
CG9428,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0
CG43190,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0
CG3829,2.7,1.1,46.0,39.0,39.0,29.0,7.0,5.5,3.0,6.9
CG9143,3.1,3.0,5.8,2.2,3.7,2.3,3.7,2.5,5.3,4.0
CG9451,2.7,1.8,61.0,57.0,40.0,23.0,29.0,18.0,5.8,6.5
CG15706,5.0,5.0,5.0,6.4,7.2,9.0,56.0,56.0,6.3,7.4
CG32803,5.0,3.2,9.0,8.7,8.5,9.0,10.0,13.0,9.8,11.0
CG17946,0.1,0.4,0.0,23.0,0.0,0.4,0.0,14.0,0.0,4.6
CG15446,0.2,0.3,0.0,0.5,0.0,0.1,0.0,0.3,0.0,0.1
CG2229,0.1,0.3,15.0,32.0,0.7,0.3,0.1,8.8,1.4,1.0
CG31950,2.9,3.0,4.1,3.9,3.9,4.3,7.6,4.4,4.9,6.6
CG30104,1.6,1.6,9.6,8.6,11.0,16.0,157.0,174.0,99.0,77.0
CG8261,414.0,473.0,117.0,128.0,286.0,309.0,177.0,174.0,65.0,120.0
CG14816,5.1,4.5,8.8,5.3,9.8,8.5,5.5,3.9,9.4,7.8
CG8093,0.0,0.1,1.2,8.3,0.0,0.0,0.1,10.0,0.2,0.4
CG10147,6.7,6.8,3.4,3.8,3.0,3.2,2.7,2.4,2.9,3.5
CG45073,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1
CG13287,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
CG7311,0.5,0.6,0.0,2.0,0.1,0.1,0.0,2.1,0.0,0.5
CG17515,13.0,11.0,9.6,8.9,12.0,11.0,8.3,10.0,6.4,6.2
CG17200,0.2,0.2,0.2,0.1,0.2,0.1,3.2,2.3,0.0,0.0
CG6692,72.0,54.0,429.0,409.0,242.0,195.0,167.0,139.0,104.0,172.0
CG34271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG8303,0.3,0.2,4.2,5.3,3.1,3.2,0.8,0.2,9.7,1.9
CG8421,1.8,1.8,14.0,16.0,1.2,1.2,11.0,14.0,1.0,2.5
CG12700,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0
CG11315,1.7,2.3,59.0,150.0,51.0,137.0,1.8,2.7,1.9,19.0
CG8084,8.2,7.5,1.3,1.3,1.0,1.3,0.0,0.1,0.2,0.5
CG33955,13.0,15.0,0.6,0.8,32.0,57.0,0.2,0.2,0.4,0.6
CG5658,7.6,8.0,7.0,7.8,12.0,15.0,8.8,9.4,8.6,13.0
CG1824,7.3,7.2,11.0,12.0,12.0,12.0,13.0,10.0,10.0,12.0
CG2656,5.4,5.7,15.0,6.5,7.2,5.7,5.5,4.5,4.8,6.0
CG13135,0.6,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.5
CG3368,8.3,8.7,6.1,4.9,7.3,6.8,13.0,12.0,6.0,6.5
CG31804,0.0,0.0,0.0,1.5,0.0,0.1,0.0,0.9,0.0,0.2
CG43850,24.0,27.0,0.5,0.6,1.9,1.7,0.0,0.0,0.2,0.4
CG4839,0.8,0.9,1.8,2.2,0.9,1.1,4.9,4.3,48.0,62.0
CG7494,12.0,14.0,13.0,11.0,7.7,5.6,12.0,9.8,8.5,8.4
CG1057,9.8,9.9,9.4,9.7,16.0,16.0,8.6,9.4,11.0,13.0
CG11732,0.6,0.5,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0
CG43163,0.3,0.3,0.7,0.6,2.3,3.2,0.2,0.2,0.2,0.4
CG3612,143.0,177.0,539.0,630.0,310.0,318.0,486.0,427.0,279.0,535.0
CG13398,6.8,7.5,5.0,4.1,4.1,4.9,8.7,7.9,6.3,6.8
CG4316,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0
CG10073,0.0,0.0,0.6,0.3,0.7,0.3,0.0,0.1,0.1,0.2
CG2079,1.1,1.5,4.7,3.1,2.0,2.2,5.1,4.0,6.5,4.3
CG2291,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.5
CG33892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG34286,0.1,0.1,0.0,0.9,0.0,0.0,0.0,1.4,0.0,0.3
CG13116,2.7,3.0,9.5,11.0,15.0,20.0,0.4,0.3,0.7,2.4
CG12837,0.2,0.1,6.6,9.3,1.4,0.7,50.0,37.0,0.8,2.3
CG8743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG32305,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.0,0.1
CG42253,9.0,9.2,13.0,10.0,24.0,27.0,72.0,48.0,1.1,3.2
CG10834,0.0,0.1,0.0,1.4,0.1,0.1,0.0,2.1,0.1,0.1
CG11836,1.1,1.3,3.0,2.0,2.8,2.6,3.6,3.1,8.0,6.1
CG30417,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.1
CG30048,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.1
CG3654,5.0,5.2,4.8,4.1,6.4,7.0,6.5,6.3,6.9,6.6
CG5043,0.0,0.0,0.1,1.9,0.0,0.1,0.0,1.4,0.0,0.5
CG3731,84.0,98.0,349.0,385.0,207.0,196.0,206.0,180.0,114.0,259.0
CG13330,18.0,26.0,1.1,2.4,1.8,2.6,0.0,0.6,0.4,0.9
CG1867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG44388,1.0,3.2,1.2,210.0,0.0,0.9,0.0,24.0,0.0,6.4
CG4960,0.0,0.0,0.0,0.5,0.0,0.1,0.6,1.6,0.0,0.2
CG6802,0.2,0.1,3.1,2.7,0.4,0.4,2.3,1.5,0.7,0.6
CG10165,6.8,7.0,16.0,16.0,12.0,9.3,72.0,76.0,26.0,22.0
CG17150,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.1
CG32616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG6204,5.4,5.8,4.7,5.2,6.3,8.0,5.8,6.3,5.9,8.0
CG10573,3.8,4.3,2.3,3.5,5.8,9.5,1.1,0.7,15.0,25.0
CG14505,1.7,1.7,0.5,1.1,0.8,1.3,0.9,1.2,0.4,0.9
CG6733,2.5,1.7,6.8,9.3,2.6,2.6,1055.0,861.0,1.2,4.1
CG3978,0.4,0.1,1.6,1.2,0.9,0.5,0.0,0.2,0.5,1.1
CG32825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG9629,8.9,8.5,21.0,29.0,18.0,21.0,154.0,205.0,3.0,9.7
CG5163,27.0,28.0,33.0,33.0,41.0,43.0,39.0,36.0,29.0,37.0
CG13934,0.0,0.0,0.5,0.6,1.2,1.4,0.3,0.2,0.2,1.0
CG8312,3.8,4.0,9.5,11.0,11.0,15.0,57.0,47.0,26.0,44.0
CG13101,0.3,0.2,7.2,15.0,9.6,10.0,32.0,46.0,3.8,2.7
CG11586,7.8,7.3,8.4,9.1,20.0,21.0,6.1,4.9,5.6,6.9
CG5000,26.0,29.0,12.0,9.4,19.0,26.0,13.0,17.0,13.0,12.0
CG1721,68.0,74.0,128.0,164.0,103.0,92.0,82.0,69.0,76.0,162.0
CG17746,11.0,11.0,7.9,5.8,11.0,12.0,50.0,49.0,9.7,8.5
CG33325,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
CG5342,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.1
CG12065,8.4,8.1,10.0,11.0,13.0,17.0,14.0,12.0,4.6,6.6
CG1810,12.0,12.0,11.0,10.0,16.0,17.0,8.3,7.9,10.0,12.0
CG18124,5.2,5.4,11.0,12.0,9.1,8.2,6.9,5.8,7.0,8.4
CG10379,8.6,9.0,13.0,11.0,11.0,11.0,19.0,14.0,9.1,12.0
CG9734,35.0,27.0,206.0,190.0,135.0,101.0,32.0,35.0,20.0,64.0
CG7355,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
CG4162,11.0,13.0,10.0,9.7,10.0,11.0,19.0,15.0,29.0,36.0
CG10610,2.2,2.4,3.3,3.0,1.1,1.0,2.2,2.5,1.0,1.0
CG2974,2.4,1.7,5.2,4.4,5.3,4.4,4.6,4.6,3.3,3.4
CG16956,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,1.2,0.1
CG6961,6.4,5.9,4.5,3.6,4.4,3.6,3.9,3.5,4.8,3.2
CG7970,4.7,4.7,29.0,40.0,20.0,20.0,282.0,265.0,15.0,18.0
CG17566,0.0,0.1,3.6,0.0,0.2,0.1,0.6,0.0,8.9,0.4
CG43107,0.8,0.8,1.5,2.4,3.1,2.5,3.8,5.5,4.2,6.8
CG4586,0.6,0.9,1.4,0.4,0.6,0.6,1.8,4.0,5.5,0.5
CG12843,0.5,0.3,37.0,33.0,12.0,12.0,1.7,1.5,5.5,11.0
CG4554,1.3,1.3,3.6,1.4,2.5,1.5,2.9,2.3,4.5,3.3
CG10393,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
CG14253,2.2,1.7,4.9,5.5,3.3,3.2,2.0,1.8,1.9,3.9
CG32240,0.0,0.1,0.0,4.6,0.1,0.2,0.2,2.5,0.1,0.9
CG7764,3.5,3.4,4.3,4.0,3.6,3.6,3.4,3.0,4.1,3.9
CG17260,3.5,3.1,4.0,4.8,4.5,5.0,3.5,3.3,3.7,4.5
CG1742,8.9,7.2,89.0,139.0,44.0,48.0,30.0,35.0,8.9,14.0
CG15473,1.0,0.8,0.3,0.2,0.5,0.5,0.3,0.3,0.4,0.6
CG12093,8.9,8.5,19.0,17.0,22.0,22.0,5.0,4.7,49.0,66.0
CG4835,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
CG30423,54.0,46.0,72.0,77.0,105.0,93.0,81.0,74.0,101.0,124.0
CG15460,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.1
CG14357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG3988,48.0,51.0,8.1,11.0,29.0,34.0,12.0,11.0,11.0,15.0
CG13248,34.0,37.0,1.4,2.2,5.6,7.8,0.1,0.1,0.2,0.7
CG11768,5.2,6.0,4.0,2.6,3.2,3.3,2.8,2.6,6.0,4.7
CG12990,0.5,0.5,0.4,47.0,0.4,0.3,0.7,0.9,0.2,3.3
CG4374,0.0,0.0,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.0
CG6020,58.0,66.0,209.0,276.0,137.0,131.0,116.0,103.0,65.0,156.0
CG12223,50.0,43.0,18.0,13.0,25.0,25.0,10.0,8.5,16.0,14.0
CG8963,14.0,15.0,16.0,15.0,13.0,14.0,15.0,13.0,22.0,19.0
CG31280,1.0,1.2,0.5,0.5,0.7,0.8,1.9,1.5,0.8,1.0
CG42717,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1
CG11737,6.1,6.0,14.0,19.0,12.0,9.7,12.0,13.0,6.4,8.8
CG10477,0.0,0.1,1.9,11.0,0.1,0.0,0.0,13.0,0.3,5.4
CG18249,1.3,0.7,16.0,16.0,11.0,10.0,6.6,6.1,1.2,2.0
CG15412,1.0,1.2,13.0,18.0,0.9,0.9,0.2,0.1,1.3,6.6
CG12279,9.8,8.9,8.6,11.0,12.0,10.0,9.5,8.8,6.2,8.8
CG5933,1.1,1.1,2.3,2.2,1.2,1.3,1.3,1.6,2.3,2.7
CG5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG44142,3.8,1.6,96.0,31.0,7.1,4.6,16.0,10.0,6804.0,3375.0
CG4607,0.9,0.9,9.4,14.0,16.0,23.0,3.4,5.9,6.1,28.0
CG32053,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.7,0.1,0.2
CG34103,0.1,0.3,0.1,33.0,0.0,0.0,0.1,2.6,0.0,2.1
CG32121,0.1,0.2,3.1,2.8,0.2,0.2,0.0,0.1,0.3,1.2
CG34296,0.1,0.0,0.0,0.4,0.4,0.2,0.1,0.7,0.0,0.3
CG7538,0.2,0.2,4.1,0.7,1.0,0.9,1.0,0.5,7.2,1.0
CG44341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
CG3889,9.8,9.9,14.0,12.0,18.0,20.0,13.0,14.0,9.4,11.0
CG33513,6.8,6.9,0.2,0.3,1.2,1.3,0.0,0.0,0.1,0.2
CG2887,0.1,0.1,0.0,0.4,0.0,0.1,0.1,0.2,0.0,0.1
CG13928,57.0,68.0,2.6,4.1,53.0,77.0,0.1,0.1,0.7,2.6
CG40440,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0
CG7966,6.6,5.4,20.0,41.0,17.0,25.0,31.0,61.0,19.0,33.0
CG4750,0.3,0.3,0.0,20.0,0.1,0.6,0.2,13.0,0.0,4.9
CG16749,0.9,0.9,3.7,8.4,0.5,0.6,0.4,7.4,1.1,2.1
CG9019,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG5820,9.2,7.0,145.0,127.0,123.0,137.0,276.0,271.0,150.0,296.0
CG13478,0.1,0.1,0.6,1.1,0.5,0.5,0.2,0.1,0.9,1.9
CG5346,0.5,0.4,6.7,8.6,11.0,12.0,14.0,9.6,6.6,14.0
CG5018,3.4,3.5,6.6,2.6,3.6,2.0,5.2,3.0,7.8,4.6
CG8893,187.0,192.0,414.0,529.0,408.0,343.0,347.0,329.0,314.0,545.0
CG14570,0.4,0.2,0.3,0.2,0.4,0.4,0.1,0.3,0.4,0.8
CG7206,8.8,8.5,7.2,5.2,7.8,8.2,11.0,8.3,7.6,7.4
CG1600,64.0,65.0,35.0,53.0,65.0,68.0,123.0,247.0,123.0,276.0
CG4630,4.4,4.5,3.1,4.3,1.4,1.4,8.4,8.5,0.3,1.0
CG8002,5.8,5.8,6.0,4.3,6.5,6.0,6.2,5.2,6.0,5.6
CG17568,4.4,4.4,1.7,1.6,3.2,4.2,2.4,2.7,2.4,1.8
CG15394,5.0,5.2,6.7,23.0,1.7,2.4,0.6,0.7,3.2,5.1
CG13568,0.8,0.8,0.4,0.2,0.4,0.8,0.0,0.0,0.3,0.1
CG8310,0.4,0.4,6.1,6.4,2.8,11.0,0.9,0.6,0.4,1.1
CG31717,13.0,12.0,22.0,28.0,30.0,30.0,39.0,48.0,29.0,40.0
CG14572,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1
CG12360,19.0,21.0,16.0,13.0,20.0,24.0,25.0,24.0,67.0,72.0
CG42336,18.0,17.0,41.0,19.0,52.0,19.0,35.0,29.0,29.0,32.0
CG9456,4.4,3.4,38.0,42.0,35.0,31.0,2.3,2.7,8.1,16.0
CG33478,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.1,0.0
CG13471,0.4,0.5,0.2,1.9,0.2,0.5,1.2,1.8,2.0,1.6
CG13322,6.5,6.6,4.8,5.1,5.1,6.3,2.9,2.9,5.7,4.9
CG8025,2.5,2.7,4.8,3.6,3.9,2.9,6.2,3.3,4.9,4.7
CG4763,0.6,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
CG11576,15.0,16.0,7.5,7.4,10.0,14.0,38.0,52.0,5.2,6.6
CG3662,198.0,209.0,120.0,171.0,129.0,145.0,145.0,129.0,102.0,199.0
CG18657,0.8,0.9,1.4,1.5,2.2,3.2,0.8,0.5,0.3,0.7
CG7724,0.5,0.5,3.5,10.0,8.1,17.0,5.7,9.3,6.6,25.0
CG33172,1.0,1.3,2.4,1.0,1.3,1.2,1.5,0.8,3.1,1.3
CG44085,0.9,0.8,15.0,17.0,5.1,5.2,22.0,24.0,6.4,9.9
CG45077,2.2,2.4,319.0,418.0,29.0,27.0,8.9,7.2,20.0,52.0
CG43232,0.4,1.0,0.4,1.0,0.1,0.3,0.0,0.6,0.2,0.4
CG4710,32.0,29.0,208.0,189.0,77.0,75.0,49.0,46.0,152.0,194.0
CG8026,19.0,20.0,36.0,30.0,20.0,20.0,71.0,48.0,13.0,10.0
CG2747,32.0,36.0,13.0,12.0,24.0,33.0,14.0,12.0,16.0,16.0
CG8492,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0
CG1167,11.0,12.0,14.0,15.0,8.2,9.4,11.0,7.8,16.0,19.0
CG30016,0.0,0.2,6.9,9.0,0.0,0.6,1627.0,1425.0,0.3,3.0
CG31457,3.3,3.4,2.2,2.1,2.9,3.2,2.2,2.6,4.0,3.0
CG11109,0.7,0.5,0.7,0.6,0.6,0.4,0.7,0.5,1.0,1.0
CG6871,15.0,12.0,317.0,465.0,63.0,77.0,648.0,638.0,23.0,73.0
CG10722,0.7,0.9,0.9,0.7,0.4,0.3,0.3,0.7,1.6,0.4
CG6619,6.8,7.8,0.1,0.2,4.6,7.8,0.0,0.0,0.1,0.2
CG17625,0.1,0.1,0.0,0.5,0.1,0.5,0.0,0.8,0.1,0.2
CG16896,4.3,4.9,2.3,1.6,1.9,2.1,3.1,3.7,3.0,1.8
CG33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG33102,0.0,0.0,0.0,0.4,0.1,0.3,0.0,0.4,0.0,0.1
CG31870,0.1,0.2,0.1,12.0,0.4,0.8,0.0,11.0,0.2,3.1
CG12991,15.0,17.0,4.7,5.6,25.0,36.0,7.1,4.3,12.0,17.0
CG5013,2.0,1.7,3.6,4.3,3.2,2.8,3.9,3.7,3.2,5.0
CG7252,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
CG44296,1.2,0.8,1.1,8.3,0.8,0.5,1.4,8.3,0.7,2.4
CG6315,19.0,20.0,10.0,9.2,13.0,14.0,10.0,10.0,12.0,13.0
CG10377,58.0,62.0,118.0,99.0,83.0,84.0,137.0,120.0,116.0,99.0
CG17153,8.4,8.1,7.6,7.3,8.4,7.4,7.4,6.0,8.1,7.4
CG8678,14.0,15.0,12.0,12.0,17.0,19.0,7.0,6.3,11.0,15.0
CG15009,3.9,4.6,35.0,45.0,4.5,7.0,7.3,7.6,2.3,4.5
CG43784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG31253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG11331,5.2,3.6,32.0,35.0,35.0,31.0,1.3,1.0,46.0,107.0
CG6652,0.1,0.2,0.0,2.1,0.1,0.1,0.1,1.9,0.0,0.5
CG31948,0.1,0.1,0.0,9.3,0.0,0.2,0.1,6.8,0.0,2.2
CG15845,20.0,20.0,11.0,11.0,16.0,15.0,12.0,11.0,13.0,16.0
CG31764,88.0,85.0,450.0,524.0,313.0,321.0,7.9,6.6,193.0,459.0
CG30083,0.4,0.3,7.1,12.0,10.0,11.0,0.1,0.2,0.5,1.4
CG3151,56.0,61.0,34.0,43.0,188.0,275.0,0.4,0.6,3.8,13.0
CG13518,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0
CG5874,5.2,5.7,2.4,2.0,4.7,5.3,2.2,2.1,4.4,4.3
CG8280,234.0,153.0,2732.0,1488.0,1862.0,731.0,2343.0,1894.0,1888.0,2289.0
